Number,compound,Element1,Element2,Class,Pauling EN,Martynov-Batsanov EN,Gordy EN,Mulliken EN,Allred-Rochow EN,Pauling Mean EN,Martynov-Batsanov Mean EN,Gordy Mean EN,Mulliken Mean EN,Allred-Rochow Mean EN,Pauling Ionic Character,Martynov Ionic Character,Gordy Ionic Character,Mulliken Ionic Character,Allred-Rochow Ionic Character,Sum of Valence e-,Mean # e-,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight difference,Mean atomic weight,Atomic weight sum,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2xatomic radius difference,Covalent radius sum,Mean covalent radius,Covalent radius ratio,2xcovalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zungerradius sum ratio,2xZunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2xionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2xcrystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group Number difference,Family number sum,Mean family number,Family number difference,Quantum number sum,Mean quantum number ,Quantum number difference
1579,CuSm,Cu, Sm,1,0.73,0.12,1.2318,1.38,0.76,1.535,1.14,4.2796,3.79,1.47,0.124731865,0.003593528,0.315682173,0.378798641,0.134458538,14,7,91,33,45.5,86.814,106.953,213.906,3.2,1.6,0.72972973,1,2.79,1.395,0.722222222,0.9,6.18,3.09,0.492753623,4.2,2.1,3.2,1.6,0.72972973,1,1.81,0.905,0.645454545,0.78,10,5,2,14,7,8,6,3,0,5,2.5,1
1580,CuEu,Cu, Eu,1,1.9,0.07,1.3364,1.38,0.76,0.95,1.115,4.3319,3.79,1.47,0.594445495,0.00122425,0.360130635,0.378798641,0.134458538,14,7,92,34,46,88.419,107.7555,215.511,3.2,1.6,0.72972973,1,3.02,1.51,0.632432432,1.36,5.98,2.99,0.517766497,3.8,1.9,3.2,1.6,0.72972973,1,2.02,1.01,0.541984733,1.2,10,5,2,14,7,8,6,3,0,5,2.5,1
1581,CuGd,Cu, Gd,1,0.7,0.02,1.4505,1.38,0.76,1.55,1.09,4.38895,3.79,1.47,0.115294095,1.00E-04,0.409028545,0.378798641,0.134458538,14,7,93,35,46.5,93.704,110.398,220.796,3.15,1.575,0.75,0.9,2.78,1.39,0.726708075,0.88,5.95,2.975,0.52173913,3.74,1.87,3.15,1.575,0.75,0.9,1.79,0.895,0.657407407,0.74,10,5,2,14,7,8,6,3,0,5,2.5,1
1582,CuTb,Cu, Tb,1,0.7,0.12,1.5743,1.38,0.76,1.55,1.14,4.45085,3.79,1.47,0.115294095,0.003593528,0.461843098,0.378798641,0.134458538,14,7,94,36,47,95.37934,111.23567,222.47134,3.1,1.55,0.771428571,0.8,2.76,1.38,0.735849057,0.84,5.93,2.965,0.524421594,3.7,1.85,3.1,1.55,0.771428571,0.8,1.89,0.945,0.601694915,0.94,10,5,2,14,7,8,6,3,0,5,2.5,1
1583,CuDy,Cu, Dy,1,0.68,0.07,1.7077,1.38,0.76,1.56,1.115,4.51755,3.79,1.47,0.109168515,0.00122425,0.517637717,0.378798641,0.134458538,14,7,95,37,47.5,98.954,113.023,226.046,3.1,1.55,0.771428571,0.8,2.76,1.38,0.735849057,0.84,5.71,2.855,0.555858311,3.26,1.63,3.1,1.55,0.771428571,0.8,1.76,0.88,0.676190476,0.68,10,5,2,14,7,8,6,3,0,5,2.5,1
1584,CuHo,Cu, Ho,1,0.67,0.12,1.8506,1.38,0.76,1.565,1.14,4.589,3.79,1.47,0.10615688,0.003593528,0.575218385,0.378798641,0.134458538,14,7,96,38,48,101.38432,114.23816,228.47632,3.1,1.55,0.771428571,0.8,2.75,1.375,0.740506329,0.82,5.69,2.845,0.55890411,3.22,1.61,3.1,1.55,0.771428571,0.8,1.75,0.875,0.682692308,0.66,10,5,2,14,7,8,6,3,0,5,2.5,1
1585,CuEr,Cu, Er,1,0.66,0.12,2.0032,1.38,0.76,1.57,1.14,4.6653,3.79,1.47,0.103179905,0.003593528,0.63329683,0.378798641,0.134458538,14,7,97,39,48.5,103.714,115.403,230.806,3.1,1.55,0.771428571,0.8,2.74,1.37,0.74522293,0.8,5.67,2.835,0.561983471,3.18,1.59,3.1,1.55,0.771428571,0.8,1.74,0.87,0.689320388,0.64,10,5,2,14,7,8,6,3,0,5,2.5,1
1586,CuTm,Cu, Tm,1,0.65,0.12,2.1654,1.38,0.76,1.575,1.14,4.7464,3.79,1.47,0.100238004,0.003593528,0.690327283,0.378798641,0.134458538,14,7,98,40,49,105.38821,116.240105,232.48021,3.1,1.55,0.771428571,0.8,2.73,1.365,0.75,0.78,5.64,2.82,0.566666667,3.12,1.56,3.1,1.55,0.771428571,0.8,1.73,0.865,0.696078431,0.62,10,5,2,14,7,8,6,3,0,5,2.5,1
1587,CuYb,Cu, Yb,6,0.8,0.02,2.3372,1.38,0.76,1.5,1.09,4.8323,3.79,1.47,0.147856211,1.00E-04,0.744779132,0.378798641,0.134458538,14,7,99,41,49.5,109.494,118.293,236.586,3.1,1.55,0.771428571,0.8,2.73,1.365,0.75,0.78,5.63,2.815,0.568245125,3.1,1.55,3.1,1.55,0.771428571,0.8,1.84,0.92,0.628318584,0.84,10,5,2,14,7,8,6,3,0,5,2.5,1
1596,CuAu,Cu, Au,4,0.64,0.11,4.3154,1.29,0.07,2.22,1.135,5.8214,5.125,1.885,0.097331588,0.003020429,0.990492452,0.340336221,0.00122425,22,11,108,50,54,133.42054,130.25627,260.51254,2.7,1.35,1,0,2.51,1.255,0.873134328,0.34,4.7,2.35,0.766917293,1.24,0.62,2.7,1.35,1,0,2.22,1.11,0.470198675,1.6,10,5,2,22,11,0,7,3.5,1,4,2,0
1604,ZnSe,Zn, Se,3,0.9,1.1,2.0095,1.44,0.844,2.1,1.99,4.75625,5.17,2.012,0.183313517,0.261031512,0.635607087,0.404527458,0.163127877,18,9,64,4,32,13.57,72.175,144.35,2.5,1.25,0.851851852,0.4,2.41,1.205,0.928,0.18,3.165,1.5825,0.683510638,1.19,0.595,2.5,1.25,0.851851852,0.4,1.3,0.65,0.756756757,0.36,8,4,0,28,14,4,10,5,4,3,1.5,1
1607,ZnSr,Zn, Sr,6,0.7,0.31,0.3927,2.45,0.627,1.3,1.285,3.55515,3.225,1.2765,0.115294095,0.023738697,0.037819602,0.777009253,0.093606962,14,7,68,8,34,22.23,76.505,153.01,3.35,1.675,0.675,1.3,3.16,1.58,0.654450262,1.32,5.09,2.545,0.585669782,2.66,1.33,3.35,1.675,0.675,1.3,2.06,1.03,0.560606061,1.16,9,4.5,1,14,7,10,5,2.5,1,2,1,2
1608,ZnY,Zn, Y,1,0.43,0.03,0.3472,1.26,0.47,1.435,1.425,3.5779,3.82,1.355,0.045172898,0.000224975,0.02968737,0.327598738,0.053727787,15,7.5,69,9,34.5,23.51585,77.147925,154.29585,3.15,1.575,0.75,0.9,2.87,1.435,0.771604938,0.74,4.82,2.41,0.639455782,2.12,1.06,3.2,1.6,0.72972973,1,1.78,0.89,0.711538462,0.6,9,4.5,1,15,7.5,9,6,3,0,4,2,0
1609,ZnZr,Zn, Zr,1,0.32,0.26,0.2994,0.81,0.27,1.49,1.57,3.6018,4.045,1.455,0.025275098,0.016757996,0.022160849,0.151279196,0.018059929,16,8,70,10,35,25.834,78.307,156.614,2.9,1.45,0.870967742,0.4,2.7,1.35,0.862068966,0.4,4.705,2.3525,0.665486726,1.89,0.945,2.9,1.45,0.870967742,0.4,1.6,0.8,0.860465116,0.24,9,4.5,1,16,8,8,7,3.5,1,4,2,0
1614,ZnRh,Zn, Rh,1,0.63,0.55,0.0253,0.15,0.03,1.965,1.715,3.73885,4.375,1.575,0.094461061,0.072836172,0.00016001,0.005609209,0.000224975,21,10.5,75,15,37.5,37.5155,84.14775,168.2955,2.7,1.35,1,0,2.5,1.25,1,0,4.4,2.2,0.746031746,1.28,0.64,2.7,1.35,1,0,1.55,0.775,0.913580247,0.14,9,4.5,1,21,10.5,3,7,3.5,1,4,2,0
1621,ZnTe,Zn, Te,3,0.45,0.94,1.6903,1.04,0.568,1.875,1.91,4.59665,4.97,1.874,0.049364908,0.198203144,0.51045482,0.236925796,0.077489019,18,9,82,22,41,62.21,96.495,192.99,2.75,1.375,0.964285714,0.1,2.61,1.305,0.919117647,0.22,3.55,1.775,0.888297872,0.42,0.21,2.75,1.375,0.964285714,0.1,1.85,0.925,0.666666667,0.74,9,4.5,1,28,14,4,9,4.5,3,3,1.5,1
1624,ZnBa,Zn, Ba,1,0.76,0.36,0.7184,2.05,0.709,1.27,1.26,4.1107,3.425,1.2355,0.134458538,0.031880743,0.121047692,0.650280894,0.118094393,14,7,86,26,43,71.937,101.3585,202.717,3.5,1.75,0.627906977,1.6,3.23,1.615,0.631313131,1.46,5.282,2.641,0.552616108,3.044,1.522,3.5,1.75,0.627906977,1.6,2.23,1.115,0.496644295,1.5,10,5,2,14,7,10,5,2.5,1,2,1,2
1625,ZnLa,Zn, La,1,0.55,0.09,0.7653,1.35,0.5,1.375,1.395,4.13415,3.775,1.34,0.072836172,0.002022951,0.13620605,0.365948438,0.060586937,15,7.5,87,27,43.5,73.5155,102.14775,204.2955,3.3,1.65,0.692307692,1.2,2.94,1.47,0.73964497,0.88,4.96,2.48,0.61038961,2.4,1.2,3.3,1.65,0.692307692,1.2,2.1,1.05,0.544117647,1.24,10,5,2,15,7.5,9,6,3,0,4,2,0
1626,ZnCe,Zn, Ce,1,0.53,0.34,0.8219,1.35,0.5,1.385,1.27,4.16245,3.775,1.34,0.067815945,0.028486389,0.155389667,0.365948438,0.060586937,15,7.5,88,28,44,74.725,102.7525,205.505,3.2,1.6,0.72972973,1,2.9,1.45,0.757575758,0.8,6.38,3.19,0.417777778,5.24,2.62,3.2,1.6,0.72972973,1,1.89,0.945,0.643478261,0.82,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1627,ZnPr,Zn, Pr,1,0.52,0.34,0.888,1.35,0.5,1.39,1.27,4.1955,3.775,1.34,0.065365747,0.028486389,0.178921041,0.365948438,0.060586937,15,7.5,89,29,44.5,75.51765,103.148825,206.29765,3.2,1.6,0.72972973,1,2.9,1.45,0.757575758,0.8,6.36,3.18,0.419642857,5.2,2.6,3.2,1.6,0.72972973,1,2.06,1.03,0.560606061,1.16,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1628,ZnNd,Zn, Nd,1,0.51,0.24,0.9637,1.35,0.5,1.395,1.32,4.23335,3.775,1.34,0.062955963,0.014296816,0.207196136,0.365948438,0.060586937,15,7.5,90,30,45,78.85,104.815,209.63,3.2,1.6,0.72972973,1,3.09,1.545,0.679347826,1.18,5.87,2.935,0.471177945,4.22,2.11,3.2,1.6,0.72972973,1,2.04,1.02,0.569230769,1.12,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1630,ZnSm,Zn, Sm,1,0.48,0.24,1.144,1.35,0.5,1.41,1.32,4.3235,3.775,1.34,0.055972517,0.014296816,0.279048924,0.365948438,0.060586937,15,7.5,92,32,46,84.97,107.875,215.75,3.2,1.6,0.72972973,1,2.87,1.435,0.771604938,0.74,6.02,3.01,0.45410628,4.52,2.26,3.2,1.6,0.72972973,1,1.84,0.92,0.672727273,0.72,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1631,ZnEu,Zn, Eu,1,1.65,0.29,1.2486,1.35,0.5,0.825,1.295,4.3758,3.775,1.34,0.493699544,0.020805516,0.322774172,0.365948438,0.060586937,15,7.5,93,33,46.5,86.575,108.6775,217.355,3.2,1.6,0.72972973,1,3.1,1.55,0.675675676,1.2,5.82,2.91,0.47715736,4.12,2.06,3.2,1.6,0.72972973,1,2.05,1.025,0.564885496,1.14,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1632,ZnGd,Zn, Gd,1,0.45,0.34,1.3627,1.35,0.5,1.425,1.27,4.43285,3.775,1.34,0.049364908,0.028486389,0.371385962,0.365948438,0.060586937,15,7.5,94,34,47,91.86,111.32,222.64,3.15,1.575,0.75,0.9,2.86,1.43,0.776397516,0.72,5.79,2.895,0.480818414,4.06,2.03,3.15,1.575,0.75,0.9,1.82,0.91,0.685185185,0.68,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1633,ZnTb,Zn, Tb,1,0.45,0.24,1.4865,1.35,0.5,1.425,1.32,4.49475,3.775,1.34,0.049364908,0.014296816,0.424445044,0.365948438,0.060586937,15,7.5,95,35,47.5,93.53534,112.15767,224.31534,3.1,1.55,0.771428571,0.8,2.84,1.42,0.786163522,0.68,5.77,2.885,0.483290488,4.02,2.01,3.1,1.55,0.771428571,0.8,1.92,0.96,0.627118644,0.88,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1634,ZnDy,Zn, Dy,1,0.43,0.29,1.6199,1.35,0.5,1.435,1.295,4.56145,3.775,1.34,0.045172898,0.020805516,0.481086981,0.365948438,0.060586937,15,7.5,96,36,48,97.11,113.945,227.89,3.1,1.55,0.771428571,0.8,2.84,1.42,0.786163522,0.68,5.55,2.775,0.51226158,3.58,1.79,3.1,1.55,0.771428571,0.8,1.79,0.895,0.704761905,0.62,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1635,ZnHo,Zn, Ho,1,0.42,0.24,1.7628,1.35,0.5,1.44,1.32,4.6329,3.775,1.34,0.043141733,0.014296816,0.540155072,0.365948438,0.060586937,15,7.5,97,37,48.5,99.54032,115.16016,230.32032,3.1,1.55,0.771428571,0.8,2.83,1.415,0.791139241,0.66,5.53,2.765,0.515068493,3.54,1.77,3.1,1.55,0.771428571,0.8,1.78,0.89,0.711538462,0.6,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1636,ZnEr,Zn, Er,1,0.41,0.24,1.9154,1.35,0.5,1.445,1.32,4.7092,3.775,1.34,0.041154191,0.014296816,0.600359262,0.365948438,0.060586937,15,7.5,98,38,49,101.87,116.325,232.65,3.1,1.55,0.771428571,0.8,2.82,1.41,0.796178344,0.64,5.51,2.755,0.517906336,3.5,1.75,3.1,1.55,0.771428571,0.8,1.77,0.885,0.718446602,0.58,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1637,ZnTm,Zn, Tm,1,0.4,0.24,2.0776,1.35,0.5,1.45,1.32,4.7903,3.775,1.34,0.039210561,0.014296816,0.66010055,0.365948438,0.060586937,15,7.5,99,39,49.5,103.54421,117.162105,234.32421,3.1,1.55,0.771428571,0.8,2.81,1.405,0.801282051,0.62,5.48,2.74,0.522222222,3.44,1.72,3.1,1.55,0.771428571,0.8,1.76,0.88,0.725490196,0.56,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1638,ZnYb,Zn, Yb,1,0.55,0.34,2.2494,1.35,0.5,1.375,1.27,4.8762,3.775,1.34,0.072836172,0.028486389,0.717746617,0.365948438,0.060586937,15,7.5,100,40,50,107.65,119.215,238.43,3.1,1.55,0.771428571,0.8,2.81,1.405,0.801282051,0.62,5.47,2.735,0.52367688,3.42,1.71,3.1,1.55,0.771428571,0.8,1.87,0.935,0.654867257,0.78,10,5,2,15,7.5,9,6,3,0,5,2.5,1
1639,ZnLu,Zn, Lu,1,0.38,0.24,2.4309,1.35,0.5,1.46,1.32,4.96695,3.775,1.34,0.035456166,0.014296816,0.771751128,0.365948438,0.060586937,15,7.5,101,41,50.5,109.577,120.1785,240.357,3.1,1.55,0.771428571,0.8,2.81,1.405,0.801282051,0.62,5.25,2.625,0.557863501,2.98,1.49,3.1,1.55,0.771428571,0.8,1.74,0.87,0.74,0.52,10,5,2,15,7.5,9,6,3,0,4,2,0
1646,ZnPt,Zn, Pt,4,0.63,0.47,3.9693,1.15,0.13,1.965,1.675,5.73615,5.025,1.655,0.094461061,0.053727787,0.980529127,0.281525454,0.004216087,22,11,108,48,54,129.69,130.235,260.47,2.7,1.35,1,0,2.55,1.275,0.961538462,0.1,4.58,2.29,0.696296296,1.64,0.82,2.7,1.35,1,0,1.48,0.74,1,0,10,5,2,22,11,2,7,3.5,1,4,2,0
1647,ZnAu,Zn, Au,1,0.89,0.25,4.2276,1.32,0.33,2.095,1.315,5.8653,5.11,1.755,0.179650656,0.015503563,0.988531492,0.353123575,0.02685774,23,11.5,109,49,54.5,131.57654,131.17827,262.35654,2.7,1.35,1,0,2.59,1.295,0.932835821,0.18,4.54,2.27,0.706766917,1.56,0.78,2.7,1.35,1,0,2.25,1.125,0.490066225,1.54,10,5,2,23,11.5,1,7,3.5,1,4,2,0
1653,GaAs,Ga, As,3,0.37,0.57,1.0048,2.1,0.455,1.995,1.985,4.6696,4.25,1.9835,0.033645949,0.078013779,0.223070573,0.667960055,0.050439706,8,4,64,2,32,5.19859,72.322295,144.64459,2.45,1.225,0.884615385,0.3,2.46,1.23,0.952380952,0.12,3.11,1.555,0.83480826,0.56,0.28,2.45,1.225,0.884615385,0.3,1.48,0.74,0.947368421,0.08,8,4,0,28,14,2,11,5.5,1,2,1,0
1658,GaY,Ga, Y,5,0.59,0.29,0.7629,0.01,0.636,1.515,1.555,3.78575,3.195,1.438,0.083345821,0.020805516,0.135413657,2.50E-05,0.096179048,6,3,70,8,35,19.18285,79.314425,158.62885,3.1,1.55,0.722222222,1,2.88,1.44,0.777777778,0.72,4.635,2.3175,0.576530612,2.49,1.245,3.15,1.575,0.702702703,1.1,1.8,0.9,0.730769231,0.56,9,4.5,1,16,8,10,8,4,2,3,1.5,1
1663,GaRu,Ga, Ru,1,0.39,0.27,0.5004,1.3,0.216,2.005,1.835,3.917,3.85,1.648,0.037311127,0.018059929,0.060680911,0.344593746,0.011596239,11,5.5,75,13,37.5,31.347,85.3965,170.793,2.6,1.3,1,0,2.51,1.255,0.992063492,0.02,4.3,2.15,0.650671785,1.82,0.91,2.6,1.3,1,0,1.58,0.79,0.926829268,0.12,9,4.5,1,21,10.5,5,9,4.5,1,3,1.5,1
1664,GaRh,Ga, Rh,1,0.47,0.29,0.441,1.1,0.196,2.045,1.845,3.9467,3.75,1.658,0.053727787,0.020805516,0.047457211,0.261031512,0.009558029,12,6,76,14,38,33.1825,86.31425,172.6285,2.65,1.325,0.962962963,0.1,2.51,1.255,0.992063492,0.02,4.215,2.1075,0.672619048,1.65,0.825,2.65,1.325,0.962962963,0.1,1.57,0.785,0.938271605,0.1,9,4.5,1,22,11,4,9,4.5,1,3,1.5,1
1666,GaAg,Ga, Ag,1,0.12,0.63,0.315,1.24,0.114,1.87,1.385,4.0097,3.82,1.813,0.003593528,0.094461061,0.024501103,0.319140971,0.003243728,14,7,78,16,39,38.1452,88.7956,177.5912,2.9,1.45,0.8125,0.6,2.6,1.3,0.940298507,0.16,4.07,2.035,0.713684211,1.36,0.68,2.9,1.45,0.8125,0.6,2.05,1.025,0.589147287,1.06,9,4.5,1,24,12,2,9,4.5,1,1,0.5,1
1670,GaSb,Ga, Sb,3,0.24,0.44,0.8281,1.65,0.228,1.93,1.92,4.58125,4.025,1.87,0.014296816,0.04724739,0.157546998,0.493699544,0.012911917,8,4,82,20,41,52.037,95.7415,191.483,2.75,1.375,0.896551724,0.3,2.66,1.33,0.9,0.28,3.46,1.73,0.960339943,0.14,0.07,2.75,1.375,0.896551724,0.3,1.66,0.83,0.844444444,0.28,9,4.5,1,28,14,2,11,5.5,1,2,1,0
1675,GaLa,Ga, La,5,0.71,0.35,0.3496,0.1,0.666,1.455,1.525,4.342,3.15,1.423,0.118407193,0.030160805,0.030092953,0.002496878,0.104961907,6,3,88,26,44,69.1825,104.31425,208.6285,3.25,1.625,0.666666667,1.3,2.95,1.475,0.74556213,0.86,4.775,2.3875,0.550324675,2.77,1.385,3.25,1.625,0.666666667,1.3,2.12,1.06,0.558823529,1.2,10,5,2,16,8,10,8,4,2,3,1.5,1
1676,GaCe,Ga, Ce,5,0.69,0.6,0.4062,0.1,0.666,1.465,1.4,4.3703,3.15,1.423,0.112214394,0.086068815,0.040410423,0.002496878,0.104961907,6,3,89,27,44.5,70.392,104.919,209.838,3.15,1.575,0.702702703,1.1,2.91,1.455,0.763636364,0.78,6.195,3.0975,0.376666667,5.61,2.805,3.15,1.575,0.702702703,1.1,1.91,0.955,0.660869565,0.78,10,5,2,16,8,10,8,4,2,4,2,2
1677,GaPr,Ga, Pr,5,0.68,0.6,0.4723,0.1,0.666,1.47,1.4,4.40335,3.15,1.423,0.109168515,0.086068815,0.05424036,0.002496878,0.104961907,6,3,90,28,45,71.18465,105.315325,210.63065,3.15,1.575,0.702702703,1.1,2.91,1.455,0.763636364,0.78,6.175,3.0875,0.378348214,5.57,2.785,3.15,1.575,0.702702703,1.1,2.08,1.04,0.575757576,1.12,10,5,2,16,8,10,8,4,2,4,2,2
1678,GaNd,Ga, Nd,5,0.67,0.5,0.548,0.1,0.666,1.475,1.45,4.4412,3.15,1.423,0.10615688,0.060586937,0.072327019,0.002496878,0.104961907,6,3,91,29,45.5,74.517,106.9815,213.963,3.15,1.575,0.702702703,1.1,3.1,1.55,0.684782609,1.16,5.685,2.8425,0.42481203,4.59,2.295,3.15,1.575,0.702702703,1.1,2.06,1.03,0.584615385,1.08,10,5,2,16,8,10,8,4,2,4,2,2
1679,GaPm,Ga, Pm,5,0.66,0.55,0.6334,0.1,0.666,1.48,1.425,4.4839,3.15,1.423,0.103179905,0.072836172,0.095432988,0.002496878,0.104961907,6,3,92,30,46,75.1897,107.31785,214.6357,3.15,1.575,0.702702703,1.1,2.89,1.445,0.773006135,0.74,5.685,2.8425,0.42481203,4.59,2.295,3.15,1.575,0.702702703,1.1,2.04,1.02,0.59375,1.04,10,5,2,16,8,10,8,4,2,4,2,2
1680,GaSm,Ga, Sm,5,0.64,0.5,0.7283,0.1,0.666,1.49,1.45,4.53135,3.15,1.423,0.097331588,0.060586937,0.124189226,0.002496878,0.104961907,6,3,93,31,46.5,80.637,110.0415,220.083,3.15,1.575,0.702702703,1.1,2.88,1.44,0.777777778,0.72,5.835,2.9175,0.40942029,4.89,2.445,3.15,1.575,0.702702703,1.1,1.86,0.93,0.690909091,0.68,10,5,2,16,8,10,8,4,2,4,2,2
1681,GaEu,Ga, Eu,5,1.81,0.55,0.8329,0.1,0.666,0.905,1.425,4.58365,3.15,1.423,0.559138715,0.072836172,0.159224503,0.002496878,0.104961907,6,3,94,32,47,82.242,110.844,221.688,3.15,1.575,0.702702703,1.1,3.11,1.555,0.681081081,1.18,5.635,2.8175,0.430203046,4.49,2.245,3.15,1.575,0.702702703,1.1,2.07,1.035,0.580152672,1.1,10,5,2,16,8,10,8,4,2,4,2,2
1682,GaGd,Ga, Gd,5,0.61,0.6,0.947,0.1,0.666,1.505,1.4,4.6407,3.15,1.423,0.088829279,0.086068815,0.200846511,0.002496878,0.104961907,6,3,95,33,47.5,87.527,113.4865,226.973,3.1,1.55,0.722222222,1,2.87,1.435,0.782608696,0.7,5.605,2.8025,0.433503836,4.43,2.215,3.1,1.55,0.722222222,1,1.84,0.92,0.703703704,0.64,10,5,2,16,8,10,8,4,2,4,2,2
1683,GaTb,Ga, Tb,5,0.61,0.5,1.0708,0.1,0.666,1.505,1.45,4.7026,3.15,1.423,0.088829279,0.060586937,0.249227919,0.002496878,0.104961907,6,3,96,34,48,89.20234,114.32417,228.64834,3.05,1.525,0.742857143,0.9,2.85,1.425,0.79245283,0.66,5.585,2.7925,0.435732648,4.39,2.195,3.05,1.525,0.742857143,0.9,1.94,0.97,0.644067797,0.84,10,5,2,16,8,10,8,4,2,4,2,2
1684,GaDy,Ga, Dy,5,0.59,0.55,1.2042,0.1,0.666,1.515,1.425,4.7693,3.15,1.423,0.083345821,0.072836172,0.304082674,0.002496878,0.104961907,6,3,97,35,48.5,92.777,116.1115,232.223,3.05,1.525,0.742857143,0.9,2.85,1.425,0.79245283,0.66,5.365,2.6825,0.461852861,3.95,1.975,3.05,1.525,0.742857143,0.9,1.81,0.905,0.723809524,0.58,10,5,2,16,8,10,8,4,2,4,2,2
1685,GaHo,Ga, Ho,5,0.58,0.5,1.3471,0.1,0.666,1.52,1.45,4.84075,3.15,1.423,0.080660682,0.060586937,0.364707402,0.002496878,0.104961907,6,3,98,36,49,95.20732,117.32666,234.65332,3.05,1.525,0.742857143,0.9,2.84,1.42,0.797468354,0.64,5.345,2.6725,0.464383562,3.91,1.955,3.05,1.525,0.742857143,0.9,1.8,0.9,0.730769231,0.56,10,5,2,16,8,10,8,4,2,4,2,2
1686,GaEr,Ga, Er,5,0.57,0.5,1.4997,0.1,0.666,1.525,1.45,4.91705,3.15,1.423,0.078013779,0.060586937,0.430088973,0.002496878,0.104961907,6,3,99,37,49.5,97.537,118.4915,236.983,3.05,1.525,0.742857143,0.9,2.83,1.415,0.802547771,0.62,5.325,2.6625,0.466942149,3.87,1.935,3.05,1.525,0.742857143,0.9,1.79,0.895,0.737864078,0.54,10,5,2,16,8,10,8,4,2,4,2,2
1687,GaTm,Ga, Tm,5,0.56,0.5,1.6619,0.1,0.666,1.53,1.45,4.99815,3.15,1.423,0.075405485,0.060586937,0.498663578,0.002496878,0.104961907,6,3,100,38,50,99.21121,119.328605,238.65721,3.05,1.525,0.742857143,0.9,2.82,1.41,0.807692308,0.6,5.295,2.6475,0.470833333,3.81,1.905,3.05,1.525,0.742857143,0.9,1.78,0.89,0.745098039,0.52,10,5,2,16,8,10,8,4,2,4,2,2
1688,GaYb,Ga, Yb,5,0.71,0.6,1.8337,0.1,0.666,1.455,1.4,5.08405,3.15,1.423,0.118407193,0.086068815,0.568554432,0.002496878,0.104961907,6,3,101,39,50.5,103.317,121.3815,242.763,3.05,1.525,0.742857143,0.9,2.82,1.41,0.807692308,0.6,5.285,2.6425,0.472144847,3.79,1.895,3.05,1.525,0.742857143,0.9,1.89,0.945,0.672566372,0.74,10,5,2,16,8,10,8,4,2,4,2,2
1689,GaLu,Ga, Lu,5,0.54,0.5,2.0152,0.1,0.666,1.54,1.45,5.1748,3.15,1.423,0.070306205,0.060586937,0.637690971,0.002496878,0.104961907,6,3,102,40,51,105.244,122.345,244.69,3.05,1.525,0.742857143,0.9,2.82,1.41,0.807692308,0.6,5.065,2.5325,0.502967359,3.35,1.675,3.05,1.525,0.742857143,0.9,1.76,0.88,0.76,0.48,10,5,2,16,8,10,8,4,2,3,1.5,1
1695,GaIr,Ga, Ir,1,0.39,0.17,3.2673,2.2,0.076,2.005,1.785,5.80085,4.3,1.718,0.037311127,0.007198962,0.930665477,0.701802721,0.001442958,12,6,108,46,54,122.497,130.9715,261.943,2.65,1.325,0.962962963,0.1,2.53,1.265,0.992125984,0.02,4.323,2.1615,0.644977169,1.866,0.933,2.65,1.325,0.962962963,0.1,1.53,0.765,0.987012987,0.02,10,5,2,22,11,4,9,4.5,1,3,1.5,1
1706,GeSr,Ge, Sr,5,1.06,0.86,1.2818,2.6,1.031,1.48,1.56,3.9997,3.3,1.4785,0.244896158,0.168812602,0.336849164,0.815480476,0.233361764,6,3,70,6,35,15.01,80.115,160.23,3.25,1.625,0.625,1.5,3.13,1.565,0.638743455,1.38,4.77,2.385,0.485981308,3.3,1.65,3.25,1.625,0.625,1.5,1.85,0.925,0.401515152,1.58,9,4.5,1,16,8,12,8,4,4,1,0.5,1
1707,GeY,Ge, Y,5,0.79,0.58,1.2363,1.41,0.874,1.615,1.7,4.02245,3.895,1.557,0.144462198,0.080660682,0.317579623,0.391662225,0.173841801,7,3.5,71,7,35.5,16.29585,80.757925,161.51585,3.05,1.525,0.694444444,1.1,2.84,1.42,0.75308642,0.8,4.5,2.25,0.530612245,2.76,1.38,3.1,1.55,0.675675676,1.2,1.57,0.785,0.509615385,1.02,9,4.5,1,17,8.5,11,9,4.5,3,3,1.5,1
